hashtag,tweets,main tweet
#charitytuesday,"[('Happy charitytuesday We supply branded merchandise to charities all across the UK Contact us for a free sample pack we could help you.', 752838281700737024), ('Why not make your donations via text It s a much quicker amp easier way to donate charitytuesday cancercharity http.', 752839259879534593), ('We offer FREE courses across the UK Start your journey with us today gt charitytuesday.', 752838292358434816), ('An amazing video so special Please listen share amp download from Saturday Well done all Batley CharityTuesday ht.', 752838377725104128), ('If that s any money going spare I m a bit short charitytuesday.', 752838470398279680), ('Looking to volunteer and make a difference to someone s life CharityTuesday charity.', 752839114102374401), ('We are delighted to be a part of PDSA HQ free Will writing offer CharityTuesday.', 752838714129281027), ('Hurray It s charitytuesday You know what that means Pledge to support Community Channel https.', 752839092811997184), ('3 ways to help us this CharityTuesday shop via giveasyoulive to raise free donation text ACAB14 2 to 70070 donate.', 752838788313976833)]","[('Happy charitytuesday We supply branded merchandise to charities all across the UK Contact us for a free sample pack.', 752839157408493568)]"
#NovasRedRoom,"[('5H no palco do NovasRedRoom.', 752838871335993344), ('Deus no cu Lauren Jauregui na terra NovasRedRoom.', 752839117944328192), ('Camila and Lauren on stage via violetahlia NovasRedRoom.', 752838930832224256), ('PHOTO Lauren on stage via xxjangasxx NovasRedRoom.', 752839026013417472), ('VIDEO Lauren on stage via sina nematian NovasRedRoom.', 752838943414943744), ('Camila and Ally on stage via camilas aussie NovasRedRoom.', 752838830949007360), ('PHOTO Lauren on stage via tattoojauregui NovasRedRoom.', 752838941842157568), ('Camila on stage via camilas aussie NovasRedRoom 2.', 752839103834497029), ('Camila Dinah Lauren and Normani on stage via CHRISANDO22 NovasRedRoom.', 752838935005564929)]","[('Camila during Write On Me via camilas aussie NovasRedRoom.', 752838959479201793)]"
#WestPHSea,"[('Filipinos now celebrating CHexit on social media WestPHSea SouthChinaSea.', 752839127129882624), ('BREAKING WestPHSea via cheycoronel.', 752839282151358464), ('atin na talaga to WestPHSea.', 752839200844550144), ('BREAKING US urges all claimants to avoid provocative statements or actions after SouthChinaSea ruling WestPHSea.', 752838976906498050), ('BREAKING Philippines wins case vs China over WestPHSea Details here.', 752838850821574656), ('WestPHSea is ours Philippines is robbing from China.', 752839275423551488), ('PH embassy to Filipinos in China Be careful BalikBayan Chexit WestPHSea.', 752839332805824512), ('BREAKING China updated its nine line dash boundary after The Hague s ruling on WestPHSea s.', 752839384425082881), ('CHexit Jubilation as Pinoys celebrate arbitration win vs China WestPHSea.', 752839226618544129)]","[('WE WON CHexit WestPHSea.', 752838962461290496)]"
SR 67,"[('01021543560 01021543560 01021543560 SR 67.', 752815860939493377), ('01021543560 01021543560 01021543560 01021543560 SR 67.', 752813063833739265), ('traffic Overturned semi off road in Morgan County at SR 67 near Centerton Rd one lane CLOSED on NB 67.', 752836936637612032), ('Overturned semi off road in Morgan County at SR 67 near Centerton Rd one lane CLOSED on NB 67 indy traffic.', 752816565536460801), ('Ratermann UPDATE 1 lane of NB SR 67 is now open at Centerton Crews still working on rolled over semi WISH TV Ken Brewer Da.', 752816591532883970), ('Ratermann Cars can also use Centerton s streets to get back on NB SR 67 just north of wreck WISH TV Daybreak8.', 752812828608765952), ('UPDATE 1 lane of NB SR 67 is now open at Centerton Crews still working on rolled over semi WISH TV Ken Brewer Daybreak8 NewsTracker.', 752813165918978049), ('traffic TRAFFIC ALERT An overturned semi on NB SR 67 at Centerton Rd has all northbound lanes CLOSED Use SR 37 as alt route http.', 752836248771768321)]","[('01021543560 01021543560 SR 67.', 752832210667843588)]"
#weloveyoujacee,"[('weloveyoujacee really ignore immature fuckers.', 752819318639976449), ('NEW 379 FOLLOWERS AskTheDragon SecDef Vincent Janssen SMSociety F1Testing Katharine Viner weloveyoujacee.', 752833805338021889), ('I don t know you but I hope you re okay I love you forget the hate there jealous weloveyoujacee.', 752828073058398209), ('i dont know you but you didnt deserve all this hate for your opinion we all love you lt 3 weloveyoujacee.', 752821302403166208), ('We never talked But I love you I didn t know you But you didn t deserve this I really hope you re okay weloveyoujacee.', 752826566833344512), ('weloveyoujacee we don t talk much anymore but i just want you to know i love you so much and you didn t do anything wrong.', 752836387481812999), ('you don t deserve this hate you ve done nothing wrong jacee please come back love weloveyoujacee.', 752835003378085888), ('Can we please just stop the hate I m not mutuals with Jacee but I know that what she said was right Nobody deserves this weloveyoujacee.', 752834160062902274), ('weloveyoujacee you didn t do anything wrong I hope you know that.', 752823927999754240)]","[('Please be okay weloveyoujacee.', 752827025258258432)]"
Milton Berle,"[('This gem from Milton Berle.', 752836761475252224), ('Our quote of the day is from American comedian Milton Berle.', 752838602476785664), ('Laughter is an instant vacation Milton Berle.', 752838374927589377), ('Happy birthday Milton Berle TCMParty.', 752834926823735296), ('Laughter is an instant vacation Milton Berle BOTD in 1908.', 752837730191695872), ('citizenscreen Birthday remembrance Milton Berle.', 752838759620702208), ('Milton Berle You can lead a man to Congress but you can t make him think Quotes.', 752837869132210176), ('Milton Berle July 12 1908 Mar 27 2002 birthday.', 752834413474484224), ('Milton Berle Actor born 12 07 1908.', 752837169832755201)]","[('RT MusicalOne Remembering comedian and actor Milton Berle born Milton Berlinger July 12 1908 March 27 2002.', 752836513906524161)]"
#40SomethingASong,"[('SmileLin Work work work work work work Eat sleep and have to Work work work work work work 40SomethingASong.', 752837220852199424), ('40SomethingASong What s that I m over the hill.', 752836503160717312), ('40SomethingASong You Let The Dogs Out I m going to stay in bed.', 752836838495182848), ('Pain Brow in the Dark 40SomethingASong.', 752837286274879489), ('Hello from the other side 40SomethingASong.', 752838557639868416), ('40SomethingASong Going To The Chapel Of Rest.', 752836434713780225), ('40SomethingASong Back In Slacks.', 752835590509387776), ('Hello from the other side I must have called a thousand times Who are you I forgot whose number this is 40SomethingASong.', 752838456447995904), ('40SomethingASong Wrinkle Wrinkle Little Star.', 752838422188949504)]","[('Work work work work work work Eat sleep and have to Work work work work work work 40SomethingASong.', 752836520034217984)]"
#NewsOneNow,"[('Join us for the second hour of the tvonetv NewsOneNow Special Black and Blue America The Race Crisis.', 752838714158616577), ('A special 2 hour tvonetv NewsOneNow today Black and Blue America A Race Crisis 7 9 am Re airs midnight 2 am htt.', 752838771733913601), ('timjacobwise discusses White America s acknowledgement of racism and police brutality Tune in for more after the break NewsOneNow.', 752838398579212288), ('Tommy Norman OfficerNorman a North Little Rock Police Officer joins us on tvonetv NewsOneNow to discuss community policing.', 752838270170509312), ('Prince Georges County Executive Rushern Baker discusses the importance of community policing tvonetv NewsOneNow.', 752837744813023232), ('Police Officer Tommy Norman on communitypolicing you have to get out of your car and know people NewsOneNow.', 752838968199241729), ('The Dallas snipers parents speak out say military service changed their son tvonetv NewsOneNow Black amp Blue America.', 752837726227996673), ('LVBurke Ofc Norman epitomizes yesteryear cops who WALKED THE BEAT how Police amp community developed respect for each other NewsOneNow.', 752838679333339136), ('LVBurke Ofc Norman epitomizes yesteryear cops who WALKED THE BEAT how Police amp community developed respect for each oth.', 752839055134646272)]","[('Tommy Norman OfficerNorman a North Little Rock Police Officer joins us on tvonetv NewsOneNow to discuss community po.', 752838040612179968)]"
#IYAMTheGrandPremiere,"[('They re here IYAMTheGrandPremiere ALDUBIYAMBukasNa.', 752839109844926464), ('This mainedcm aldenrichards02 juicekelerd ang ganda at ang pogi IYAMTheGrandPremiere.', 752839106367922177), ('so proud aldenrichards02 sc from verymaichard IYAMTheGrandPremiere.', 752839108276334593), ('Juliet s courtyard IYAMTheGrandPremiere.', 752839108049776640), ('OFC A amp M at Juliet s courtyard mainedcm artistcenter ALDUBIYAMBukasNa IYAMTheGrandPremiere.', 752839110545510400), ('DenMeng16 Wala na wifi Or borlog na Jcdveg13 magicALDUB jayeftlntn IYAMTheGrandPremiere.', 752839110981627904), ('Nakakaoverwhelm pa din makita ang ADN na sama sama Nakakataba ng puso valeraine03 IYAMTheGrandPremiere.', 752839110746791936), ('d IYAMTheGrandPremiere with rosegarcia roldanfcastro royalty571 nitzcape orsallion.', 752839111916916736), ('Ready na ako sa OxygenTank ko for tonight LamNaThis IYAMTheGrandPremiere aldenrichards02 mainedcm.', 752839111900225536)]","[('Supportive Lolas ever mainedcm aldenrichards02 ctto ALDUBIYAMBukasNa IYAMTheGrandPremiere.', 752839108410486785)]"
Lynx,"[('Off duty cops quit security for Lynx game after players wear Black Lives Matter shirts.', 752838581534597122), ('Players for WNBA s Lynx wore these shirts and the cops working security walked off the job in protest https.', 752838438248910848), ('Players for WNBA s Lynx wore these shirts and the cops working security walked off the job in protest.', 752838648643612672), ('Report Cops furious at WNBA team s social protest walk off job Off duty cops hired to protect Minnesota Lynx games were reportedly.', 752838497631817728), ('Minneapolis police leave security posts at Minnesota Lynx game over protest shirts.', 752838665727074304), ('Minneapolis police leave Lynx game over shirts.', 752838695405748225), ('New post Officers walk off job at Lynx game over Black Lives Matter t shirts.', 752838455223279616), ('Four cops were not happy with the Minnesota Lynx Black Lives Matter shirts.', 752838665534046208), ('Minnesota Lynx wear warmup shirts in honor of PhilandoCastile AltonSterling and Dallas PD https.', 752838591005548544)]","[('Police officers walk off job at Minnesota Lynx game after team wears Black Lives Matter t shirts.', 752838589877067776)]"
Puglia,"[('facciamo girare grazie Puglia.', 752838580469399552), ('Scontro tra treni soccorritore Scena allucinante puglia.', 752838521845612545), ('At least 12 killed in train crash in Puglia region of southern Italy officials say.', 752838573787844609), ('Centro Trasfusionale di Andria effettuer una raccolta di sangue nel pomeriggio Servono Donatori 0 positivo Puglia.', 752838545711198208), ('Italy Bari Italia Scontro treni in Puglia al momento inspiegabile.', 752838568599584768), ('In Puglia emergenza sangue Se siete l andate a donare per maggiori informazioni incidente.', 752838584797921280), ('Triste per quanto accaduto nella vicina Puglia scontrotreni.', 752838542779379712), ('Emma un RT per favore grazie MarroneEmma Puglia.', 752838555609735172), ('Vicino alle vittime all incidente ferroviario a Corato Puglia.', 752838552187203584)]","[('puglia povera gente quanto dolore per tutti.', 752838534181097473)]"
John Deere Classic,"[('Don t think that s appropriate to play the John Deere Classic which is the same week.', 752826677940609024), ('Zak Jordan Spieth says he will not be playing John Deere Classic opposite the Olympics It would not be appropriate this year.', 752832645508263936), ('Jordan Spieth pulls out of the Olympics If he tries to defend his John Deere Classic title that same week well wouldn t that be a story.', 752539171919503361), ('Jordan Spieth pulls out of the Olympics If he tries to defend his John Deere Classic title that same week well wouldn t that b.', 752558619523026944), ('Asked if he ll play John Deere Classic same week opposite the Olympics Spieth says No it wouldn t be appropriate this year.', 752825253701627908), ('Charlie Danielson at John Deere Classic media day.', 752606676503531520), ('Jordan Spieth says he will not be playing John Deere Classic opposite the Olympics It would not be appropriate this year.', 752825187012317184), ('Hopefully we ll see Jordan at the John Deere Classic now.', 752582958305775616), ('I guess this is good news for the John Deere Classic that is played the same week as men s Olympic competition Spieth.', 752603196565118976)]","[('I don t think it s appropriate this year Jordan Spieth says he will NOT defend John Deere Classic title the same week of the Olympics.', 752825371473477632)]"
#IfSelfiesNeverExisted,"[('IfSelfiesNeverExisted this would never have happened.', 752838877757468672), ('Instagram would never be IfSelfiesNeverExisted.', 752838749885763584), ('IfSelfiesNeverExisted we d never be blessed with these.', 752838747310350336), ('IfSelfiesNeverExisted I would have never known how ugly you are.', 752838634554789888), ('these godly selfies would of never blessed us IfSelfiesNeverExisted.', 752838726653321216), ('IfSelfiesNeverExisted we wouldn t be able to appreciate these cuties.', 752838799361662976), ('tutto ci non sarebbe mai successo IfSelfiesNeverExisted.', 752838635599298560), ('IfSelfiesNeverExisted we d miss out this iconic moment.', 752838798036373504), ('IfSelfiesNeverExisted we also wouldn t have this masterpiece so let s give thanks to the inventor of selfies.', 752838850830012416)]","[('We wouldn t have these Calum5SOS IfSelfiesNeverExisted.', 752838718298419200)]"
